id,stratum,pmcid,doi,source_doi,license_pool,has_structure,source_url,ir_bands_preview,auditor,source_found,bands_match,truncation_artifact,pairing_ok,completeness,name_structure_ok,confidence,notes
FVZPQIVIGISHDD-UHFFFAOYSA-N,D,PMC9000418,,PMC:9000418,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9000418/,3240;3184;1666;1398,Rudra,Y,exact,N,Y,full,Y,4,
HDANAMYVZLMXRX-UHFFFAOYSA-N,D,PMC8949195,,PMC:8949195,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8949195/,3246;3109;3034;2924;2855;1884;1602;1511;...,Rudra,Y,exact,N,Y,full,Y,4,
HFSWFROAQPHJHW-UHFFFAOYSA-N,D,PMC9000418,,PMC:9000418,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9000418/,3190;3093;1670;1394,Rudra,Y,exact,N,Y,full,Y,4,
JAZXODXTQFXCDC-UHFFFAOYSA-N,D,PMC8541589,,PMC:8541589,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8541589/,730;815;1011;1090;1447;1457;1472;1506;...,Rudra,Y,exact,N,Y,full,Y,4,
KHUHWNKAFYYYPF-IBGZPJMESA-N,D,PMC10142073,,PMC:10142073,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142073/,3144;3124;3066;2970;2932;2879;1747;1704;...,Rudra,Y,exact,N,Y,full,Y,4,
KLPBQSZSDXQFDV-UHFFFAOYSA-N,D,PMC10974089,,PMC:10974089,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10974089/,2922;2852;1645;1530;1401;1191;1134;1075;...,Rudra,Y,exact,N,Y,full,Y,4,
NNLSHVMONLVTEN-UHFFFAOYSA-N,D,PMC8347191,,PMC:8347191,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8347191/,1596;1617;3134;3233,Rudra,Y,exact,N,Y,full,Y,4,
QEQFNNBFTVLZSZ-UHFFFAOYSA-N,D,PMC8347191,,PMC:8347191,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8347191/,1594;1618;3176;3293,Rudra,Y,exact,N,Y,full,Y,4,
QQDKBPSYCOMPSF-UHFFFAOYSA-N,D,PMC11285021,,PMC:11285021,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11285021/,3063;1700;1691;1593;1492;1095;826,Rudra,Y,exact,N,Y,full,Y,4,
RXWVRRRNMQCVKS-UHFFFAOYSA-N,D,PMC9000418,,PMC:9000418,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9000418/,3190;3093;1670;1394,Rudra,Y,exact,N,Y,full,Y,4,
SMZIIVFYVVKQLA-UHFFFAOYSA-N,D,PMC9965125,,PMC:9965125,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9965125/,3046;2972;2882;1734;1503;1231;1197;822,Rudra,Y,exact,N,Y,full,Y,4,
SNFAJRDJBJGRBA-UHFFFAOYSA-N,D,PMC12735844,,PMC:12735844,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12735844/,3695;3349;1711;1640;1547;1461,Rudra,Y,exact,N,Y,full,Y,4,
URWRHRHAUDBYJE-UHFFFAOYSA-N,D,PMC11285021,,PMC:11285021,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11285021/,3062;2922;1713;1602;1508;1247;1122,Rudra,Y,exact,N,Y,full,Y,4,
VQDUEWZQVQZUOB-UHFFFAOYSA-N,D,PMC8949195,,PMC:8949195,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8949195/,3252;3002;2974;1589;1580;1508;1477;1449;...,Rudra,Y,exact,N,Y,full,Y,4,
WMBKEUOLIXNFDI-UHFFFAOYSA-N,D,PMC10005041,,PMC:10005041,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10005041/,3319;3100;3000;2934;2656;1551;1694;1546,Rudra,Y,subset_ok,N,Y,full,Y,4,"3100–3000; 2656–1551were a range, converted to 4 values"
WOTPYMXEBXXSQC-UHFFFAOYSA-N,D,PMC9965125,,PMC:9965125,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9965125/,3152;3112;2924;2851;1735;1677;1309,Rudra,Y,exact,N,Y,full,Y,4,
YGGRHWUKSJYXSL-UHFFFAOYSA-N,D,PMC10142073,,PMC:10142073,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142073/,3237;3063;3006;2954;2848;1750;1649;1616;...,Rudra,Y,exact,N,Y,full,Y,4,
ZLPHBBLWANCJCG-HNNXBMFYSA-N,D,PMC10142073,,PMC:10142073,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10142073/,3123;3006;2958;2854;1741;1662;1605;1553;...,Rudra,Y,exact,N,Y,full,Y,4,
AICNJBZHCMEDFX-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,494;518;546;618;698;765;876;956;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
AQEJHFIMRXVFAN-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,408;428;479;506;521;552;579;599;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
BEAJCHFCYQOFGS-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,401;424;446;465;492;516;533;544;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
BVICVEIKBNVROI-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,469;493;514;562;581;613;640;671;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
FWAKLCKPHOWNRD-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,419;462;533;545;558;579;594;620;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
FWCFZCXASGUOMH-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,466;476;518;535;572;596;611;633;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
GLZVKCQUWCAMPD-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,405;487;530;552;625;652;663;679;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
HGYDNOGDZHKGHX-CYKJDXMYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,523;652;666;681;700;715;727;751;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
IWQYTEBCKPBBGO-RZMWZJFBSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,422;436;460;472;510;538;555;579;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
JTLOUXXZZFFBBW-GQCTYLIASA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,447;485;500;530;559;610;706;734;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
NEKGDCIKXKJMQB-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,455;510;548;584;690;713;756;776;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
NKFUMXIARBFRPH-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,443;472;506;541;628;653;664;691;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
OZFODNQXICACNC-UPXLXJCHSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,409;419;432;442;472;482;493;513;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
QXLOVPXUZAOKBL-AWEZNQCLSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,421;445;462;538;548;560;618;679;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
QXXJFVVUCPGGCL-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,506;563;573;614;646;685;700;721;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
ROXYZMBOQYBMSL-DXWDKFENSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,433;472;499;540;568;609;635;669;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
ROXYZMBOQYBMSL-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,419;433;476;501;526;544;568;605;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
SHSAEDZDTVOXGI-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,405;448;460;490;521;533;603;618;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
SUGUWRKDYHJWHD-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,411;455;500;516;565;618;647;669;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
SWTOBWMVFQISBW-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,426;453;492;562;601;613;630;640;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
SYSSVMYYSHYMAQ-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,422;435;459;493;521;533;574;596;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
UFKRTEWFEYWIHD-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,543;604;648;714;739;758;817;833;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
VAXFKIWZFYOWDO-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,462;473;520;579;588;642;667;679;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
WPGXNUFGNKCCCZ-LQGLAIQGSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,453;541;607;715;735;751;768;802;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
WTDSYPAFXKUAQT-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,415;443;511;588;606;635;680;715;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
WTSCPKRWCDILIV-GOSISDBHSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,402;424;441;452;510;547;571;581;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
XRTKWVHIWCEDFW-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,401;426;442;463;472;486;530;561;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
YAUWQNBFHYTBBR-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,443;460;504;520;541;575;586;605;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
YCYKSCMNYXMYQE-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,408;496;517;548;579;598;632;659;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
ZFLBCZPKAOUAJE-UHFFFAOYSA-J,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,427;444;455;496;515;558;565;693;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
GOGDCHXAIBCWFD-VRPROWQSSA-M,F,PMC12930396,,PMC:12930396,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12930396/,3517;3100;2672;2577;1728;1717;1671;1628,Rudra,Y,exact,N,Y,full,Y,5,
GZBSKYUJFHXUPQ-MFOYZWKCSA-N,F,PMC8839324,,PMC:8839324,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8839324/,3356;1707;1670;1595;1572,Rudra,Y,exact,N,Y,full,Y,5,
HUALFMTZQOOMKN-SXGWCWSVSA-N,F,PMC8839324,,PMC:8839324,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8839324/,3382;1679;1592;1574,Rudra,Y,exact,N,Y,full,Y,4,
JVQNIBFGMRNNJY-UHFFFAOYSA-N,F,PMC12249729,,PMC:12249729,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12249729/,1625;1697;2976;3464,Rudra,Y,exact,N,Y,full,Y,5,
KTCXLPLLGFZHNA-UHFFFAOYSA-N,F,PMC9610143,,PMC:9610143,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9610143/,3605;3435;2950;1728;1711;1605;1564;1503;...,Rudra,Y,exact,N,Y,full,Y,4,
KUAWXUGFVLCMSR-UHFFFAOYSA-N,F,PMC12249729,,PMC:12249729,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12249729/,1639;1693;2988;3434,Rudra,Y,exact,N,Y,full,Y,4,
KVTCYJHGOVOOJC-UHFFFAOYSA-N,F,PMC12300679,,PMC:12300679,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12300679/,1123;1596;1665;2404;2623;2957,Rudra,Y,exact,N,Y,full,Y,5,
LKBRTZMVECYJHQ-UHFFFAOYSA-N,F,PMC12300679,,PMC:12300679,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12300679/,1334;1524;1616;2612;2948,Rudra,Y,exact,N,Y,full,Y,3,
LMKKQZFVIQBTOE-UHFFFAOYSA-N,F,PMC12300679,,PMC:12300679,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12300679/,1127;1598;1644;1714;2890;3108,Rudra,Y,exact,N,Y,full,Y,3,
LQELDCKISWWJCO-UHFFFAOYSA-N,F,PMC12300679,,PMC:12300679,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12300679/,1148;1618;1709;2873;2935;2958,Rudra,Y,exact,N,Y,full,Y,5,
LYSOPZVRGKKXNJ-RJJCNJEVSA-N,F,PMC12930396,,PMC:12930396,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12930396/,3607;3009;1667;1620,Rudra,Y,exact,N,Y,full,Y,3,
MFPOBFBRBAZOJK-UHFFFAOYSA-N,F,PMC12249729,,PMC:12249729,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12249729/,1599;1686;2922;3432,Rudra,Y,exact,N,Y,full,Y,3,
OTGCJHJCVLOQRF-UHFFFAOYSA-N,F,PMC9610143,,PMC:9610143,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9610143/,3435;3365;2955;2340;1728;1706;1584;1522;...,Rudra,Y,exact,N,Y,full,Y,5,
QMPITIASCWEXJP-UHFFFAOYSA-N,F,PMC9610143,,PMC:9610143,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9610143/,3436;3324;3116;2954;1727;1710;1593;1575;...,Rudra,Y,exact,N,Y,full,Y,4,
SRFWXJZHESBSGO-UHFFFAOYSA-N,F,PMC10974507,,PMC:10974507,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10974507/,3230;2860;1570;1510;1420;1320;1280;1230;...,Rudra,Y,exact,N,Y,full,Y,5,
SYVWSYPIGASLMT-NNBQYGFHSA-N,F,PMC12300679,,PMC:12300679,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12300679/,1148;1584;1620;1708;2364;2626;2880;2968,Rudra,Y,exact,N,Y,full,Y,4,
TZSPFMYZVHADMH-UHFFFAOYSA-N,F,PMC8399333,,PMC:8399333,commercial,true,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8399333/,3435;3119;2962;1591;1503;1341;1281;1080;...,Rudra,Y,exact,N,Y,full,Y,3,
